twitch_id,twitch_username,discord_id,discord_username,ntsc_pb,ntsc_pb_updated_at,pal_pb,pal_pb_updated_at,country_code,country
464892773,markpm0,320275002811351051,Mark Migas,874804,2019-12-31T22:01:36.897470+00:00,650340,2020-01-17T13:03:35.591278+00:00,DEU,Germany
,,635177297787224103,Dax,,,361682,2019-11-02T10:32:21.517517+00:00,,
,,317325040339386369,Maiwingkos,846513,2019-10-28T23:36:33.367801+00:00,619089,2019-10-28T23:36:49.280917+00:00,BEL,Belgium
467229608,peekayric,,,808102,2020-01-07T19:56:10.152720+00:00,,,,
,,212648525115162625,moozooh,519109,2019-10-29T17:41:54.232244+00:00,483650,2019-11-04T18:42:04.920439+00:00,,
,,313283173565988864,Cookie,310320,2020-01-03T12:03:26.067650+00:00,,,GBR,United Kingdom of Great Britain
45860600,puppyball,346803975254704129,puppyball,843441,2020-02-04T22:48:44.117213+00:00,,,USA,United States of America
161319455,iiipretzeliii,330183945922674688,Pretzel,466301,2020-01-31T19:38:10.054694+00:00,,,CAN,Canada
,,318583400703197204,Blaarg,927120,2019-10-31T20:11:24.366007+00:00,,,,
70565702,morelando_,399786142070734848,Morelando,722522,2019-12-28T23:31:59.677928+00:00,,,USA,United States of America
60885695,chronosreturns,340954594232369163,Chronos Returns,520085,2019-11-01T01:56:48.248260+00:00,,,USA,United States of America
102233588,wmd_88,202239856028549120,WMD_88,832560,,,,USA,United States of America
,,536092312946606081,berenyikft,1282071,2020-01-02T00:56:12.999233+00:00,,,GBR,United Kingdom of Great Britain
,,399419968992837632,louieskouie,999999,2019-11-01T19:22:31.230020+00:00,,,,
,,497465108864303124,Tryad,854480,2019-11-01T19:25:38.708875+00:00,650000,2019-11-03T19:34:19.974825+00:00,FRA,France
,,149407885829472256,BeastinShen,1036780,2019-11-01T19:41:45.903288+00:00,,,,
,,354323553908162572,Dobry_Czlowiek,0,2019-11-01T19:42:48.890605+00:00,104070,2019-11-01T19:43:03.197820+00:00,,
188628047,adammts02,405437891741745153,AdamMts02,1167240,2019-11-16T21:23:29.560446+00:00,710640,2020-01-03T16:49:00.489201+00:00,POL,Poland
120038014,lastarot_qc,354476787268452363,Lastarot,884000,2019-12-10T01:42:28.097219+00:00,,,BEL,Belgium
25397814,reku314,107603469141073920,Alice M,78517,2019-11-01T21:29:40.665785+00:00,,,USA,United States of America
216593680,divcaste,438387333557911552,DivCaste,939400,2020-01-03T21:55:59.297841+00:00,,,USA,United States of America
183876626,storminorman_,,,291153,2019-11-02T01:03:23.264434+00:00,,,,
166263151,zefanyanenu,357148524024168450,Nenu Zefanya,1248640,2019-12-28T07:16:28.220920+00:00,,,IDN,Indonesia
,,233274762711924737,vst_koryan,1273120,2019-11-02T06:28:30.828323+00:00,,,JPN,Japan
197332025,jacozudemby,286124676500160512,Jacoby,517042,2020-01-08T20:05:31.268077+00:00,442215,2020-01-01T14:45:19.396984+00:00,DEU,Germany
102397753,lukegym,,,1,2019-11-02T19:03:24.737711+00:00,,,,
,,159948808355053568,Qlex,,,427563,2019-11-03T11:10:56.144836+00:00,,
415804107,3nt0n,313635450566868992,3nt0n,764119,2019-12-18T14:02:15.373736+00:00,,,DEU,Germany
75360090,christossb,,,690020,2020-01-19T22:35:11.548560+00:00,,,,
466634369,poet13,,,1170820,2019-12-05T19:37:55.352576+00:00,689740,2020-01-19T22:58:05.792888+00:00,,
224910510,iannibba,272445805040762880,IanNibba,1261984,2019-12-21T02:14:50.100803+00:00,682720,2020-01-13T01:35:37.453326+00:00,USA,United States of America
,,264844955523088394,Krzywy,335823,2019-11-25T21:56:36.084769+00:00,223524,2019-11-25T21:54:47.665906+00:00,,
,,600230076533178368,YuhBoi,582000,2019-11-03T12:13:43.889685+00:00,,,TWN,Taiwan
,,496046664256061452,luis000030,597500,2020-01-03T21:01:55.547426+00:00,,,,
97201153,chirpingmatt,,,606720,2019-11-23T07:01:29.076228+00:00,,,,
105212856,batfoy,349735322353139712,Batfoy,1104420,2020-02-01T20:41:53.326106+00:00,,,USA,United States of America
155331173,genothepuppet,291376904290697216,GenoThePuppet,528581,2020-01-19T17:18:14.445159+00:00,,,USA,United States of America
122946166,ronster,238315578417348608,Ronster1703,344574,2019-11-05T18:50:23.414566+00:00,222317,2019-11-05T18:50:34.901935+00:00,GBR,United Kingdom of Great Britain
224271780,zboonez,472270668591923202,zBOONEz,242973,2019-12-23T20:26:24.494830+00:00,,,USA,United States of America
26454831,kalvin919,,,186455,2019-11-06T03:30:38.370412+00:00,,,,
224548734,antnetworktv,399325775200780300,Raresix,700000,2019-11-06T06:18:37.101582+00:00,100000,2019-11-06T06:19:16.108282+00:00,USA,United States of America
,,299013233103208449,Spigginggi,433467,2019-11-07T01:21:27.252268+00:00,,,,
80688075,buzznbangs,,,433760,2019-11-08T16:03:20.917425+00:00,,,,
,,429691497512697857,rib,344480,2019-11-09T19:50:19.579915+00:00,326184,2019-11-09T19:52:55.465362+00:00,GBR,United Kingdom of Great Britain
39282655,crumson,,,498000,2019-11-09T23:47:41.366538+00:00,,,,
,,163428213438152705,Mr.Faq,535200,2019-11-10T00:40:05.390550+00:00,,,,
109436215,luukasa_,328625071327412267,Luukasa,,,451700,2019-11-24T20:00:47.421192+00:00,FIN,Finland
60510173,juplay,394239928579522562,Juplay,132961,2019-11-12T02:04:55.281121+00:00,,,DEU,Germany
165496082,guardianpsycho,,,527522,2020-01-04T23:59:59.495786+00:00,,,,
,,174175867268759553,nya10,371960,2019-11-13T09:25:27.670020+00:00,,,IDN,Indonesia
18006155,rufussrk,,,11,2019-11-11T23:58:24.114337+00:00,,,,
,,597200558637580299,Pumis,,,613021,2020-01-08T20:32:09.427049+00:00,SWE,Sweden
99052355,afreshmint,116354408555610112,Mint,854160,2019-12-31T08:31:34.045967+00:00,,,,
,,480140707320037396,DanielSong39,258794,2020-01-04T22:00:09.009763+00:00,,,,
42024728,ericcrescini,,,332859,2019-11-18T00:51:05.708376+00:00,,,,
468126593,ifalseflag,,,369439,2019-11-14T06:42:40.631034+00:00,,,,
137747362,walterb,,,359655,2019-11-14T06:43:27.746223+00:00,,,,
80760197,thediamonds8,303248054038036491,WGJC3107,289615,2019-12-21T20:19:06.173880+00:00,130546,2019-12-22T17:49:22.199270+00:00,GBR,United Kingdom of Great Britain
463067324,michutetris,622901198114258958,Michu,629863,2020-02-02T17:10:54.002369+00:00,568070,2020-02-02T17:10:24.875065+00:00,POL,Poland
42148506,tbricks,134037538472984576,Tbr1cks,909990,,571375,2020-01-31T14:06:16.919520+00:00,ESP,Spain
462456886,arcantiusx,,,523502,2019-11-17T22:13:06.689575+00:00,,,,
104048790,thegarey,,,315447,2019-11-17T22:13:29.690697+00:00,,,,
36998565,kuboxxxxx,245601700864458752,Kuboxxxxx,525160,2020-01-28T22:50:10.601949+00:00,395000,2019-11-17T23:30:00.245112+00:00,POL,Poland
47108547,pumis1,,,,,571367,2019-11-17T23:45:36.354968+00:00,,
125924767,parmajawnchee,,,537370,2019-11-17T23:44:55.854222+00:00,,,,
,,206454359108616193,pahwp,1081420,2019-11-18T00:08:30.566331+00:00,,,USA,United States of America
,,290688502314696705,Nonyo,602400,2019-11-18T00:20:27.496879+00:00,,,USA,United States of America
38149969,undeadfil,,,618320,2020-01-19T20:36:28.938302+00:00,,,,
62864136,biggiemac42,255092784128720896,biggiemac42,520680,2019-11-18T20:12:53.162121+00:00,,,USA,United States of America
172828008,redshurt,254121313856126978,RedShurt,540640,2019-11-23T02:57:30.965865+00:00,,,USA,United States of America
122111234,dizzy_af,185098212091101186,dizzy_af,509611,2019-11-18T10:36:56.077425+00:00,,,RUS,Russian Federation
254397589,mysticitg,610190355668926505,mysticITG,141484,2019-11-27T21:04:19.735045+00:00,,,ESP,Spain
471951502,tuli_tokkie,,,182835,2019-11-28T20:59:04.959360+00:00,,,,
,,232223820805701632,Dominikowy,,,541290,2019-11-20T08:21:29.118257+00:00,,
35834764,pukly,,,84000,2019-11-20T19:07:48.177172+00:00,,,,
,,263665073577263104,teri,214414,2019-11-27T18:49:06.047942+00:00,,,,
,,345341376193363968,,406800,2019-12-07T07:49:23.012823+00:00,,,,
220868977,opaux,292652237199638529,Opaux (Ben),899635,2020-01-15T01:13:55.529629+00:00,210536,2019-12-30T00:28:01.560096+00:00,USA,United States of America
38367419,gforce917,270358608074506251,GForce917,399342,2019-11-21T22:35:07.281185+00:00,,,USA,United States of America
,,272338388785299463,BoneCracker666,244615,2019-11-23T15:37:51.640981+00:00,,,PRT,Portugal
100758742,smooth_motion,515542380548587532,smooth,846632,2019-12-31T00:45:57.444445+00:00,69,,USA,United States of America
,,376897353606627328,Akheron,128734,2019-11-24T20:29:48.194113+00:00,,,,
450088591,ms_drop,,,578517,2019-12-15T17:52:19.109150+00:00,,,,
,,162173910249504769,,291224,2020-01-17T15:20:50.719641+00:00,391908,2020-01-15T23:37:55.110919+00:00,MNG,Mongolia
,,280401999164342273,Axwell15,372268,2020-01-03T02:25:50.390378+00:00,,,NLD,Netherlands
,,321016467472515072,GregBoomCannon,535739,2020-01-16T09:03:16.335958+00:00,,,,
38586229,kryptonick,227859046449938432,Kryptonick,534160,2019-12-21T16:23:20.269763+00:00,,,GBR,United Kingdom of Great Britain
,,125307006260084736,cn,495900,2019-11-27T21:34:40.362308+00:00,,,NOR,Norway
471262652,thai_lurpy,,,999999,2019-12-08T01:25:49.990500+00:00,,,,
52806755,imoclol,363004364178063371,IMoC,573339,2019-12-02T18:38:39.350593+00:00,565002,2019-12-03T18:13:11.011265+00:00,DEU,Germany
,,340346517388787713,Spock,624460,2019-12-02T20:46:02.866502+00:00,,,,
77158380,thrn1,132712344676466689,＊Chong,1025280,2020-01-06T16:55:44.540577+00:00,607482,2020-02-01T14:58:07.955019+00:00,SGP,Singapore
417923197,cleman73,264031228196421632,Clemens,512700,2019-12-04T18:01:57.983693+00:00,511243,2019-12-20T18:25:15.023893+00:00,DEU,Germany
71842376,leepinephrine121,537538889284583434,leepinephrine121,889518,2020-01-07T09:24:58.583871+00:00,,,SGP,Singapore
92008610,mylesthegreat,166254443069702145,MylesTheGreat,939620,2020-02-05T00:29:59.051951+00:00,,,USA,United States of America
154060269,ii_am_th3_r3al_amiily,,,578431,2019-12-07T23:29:38.655979+00:00,,,DEU,Germany
,,633209422897872897,mircron,918599,2020-01-19T11:00:48.933696+00:00,,,PHL,Philippines
194398631,timusmaximus1,401382160738549762,TIMUS MAXIMUS,0,2020-01-02T11:35:20.387805+00:00,365481,2020-01-02T12:41:47.166335+00:00,POL,Poland
406947556,drkn1ckers,,,508970,2019-12-08T21:24:20.617081+00:00,,,,
,,304788867863805962,CharlesSparkley,534659,2020-01-19T14:59:44.828117+00:00,,,USA,United States of America
224370095,jaretetris,,,230250,2020-02-01T19:06:29.471553+00:00,,,,
477175559,2002smoothm,,,14,2019-12-11T02:21:44.208862+00:00,,,,
,,623315628442517527,Zipley,535549,2020-01-16T18:03:49.349423+00:00,,,USA,United States of America
407535138,mrpittjr,505464377772736522,MrPitt,87919,2019-12-14T19:51:07.563574+00:00,,,USA,United States of America
56679039,smoljordan,236566052790730753,Jordan,832580,2020-01-31T07:53:55.374460+00:00,,,USA,United States of America
,,400587440282271754,~Luke,417064,2019-12-18T12:23:21.715818+00:00,,,IND,India
457770305,zipley,,,535549,2020-02-01T11:46:59.384426+00:00,,,,
134186563,jello_ssb,204356788261355521,PikaClone,854000,2019-12-16T03:37:20.771967+00:00,,,USA,United States of America
125110047,lzytom,119687021026344962,LzyTom,525980,2019-12-17T22:33:19.800759+00:00,,,GBR,United Kingdom of Great Britain
,,346410472540602378,Artax,120663,2019-12-22T20:51:02.864458+00:00,,,USA,United States of America
123112964,k1kacz,497416964747034635,No_Idea,439300,2019-12-18T18:25:20.646876+00:00,,,CZE,Czechia
151993025,tetrium,291675361178157057,tetrium,578132,2019-12-18T18:44:52.315723+00:00,,,CAN,Canada
25775699,deserteagle417,142841812690796544,deserteagle417,466361,2019-12-18T20:18:43.737872+00:00,,,USA,United States of America
131421142,quart_os,,,453480,2019-12-20T04:06:33.293700+00:00,,,,
,,374123629711065109,grape,1082152,2020-01-12T09:26:59.828355+00:00,579213,2020-01-13T09:31:54.510874+00:00,SGP,Singapore
,,657789731836395530,MarchGolas,999999,2019-12-21T06:26:32.313918+00:00,,,,
,,247491971013279744,,379589,2019-12-21T21:29:01.121807+00:00,,,USA,United States of America
,,658054661139333120,pogjapan,235980,2019-12-23T17:28:33.748357+00:00,62320,2019-12-23T17:28:46.884297+00:00,JPN,Japan
,,217933338407731200,ส็็็็็็็็็ส็็็็็็็็็ส็็็็็็็็็,986697,2019-12-23T13:02:36.442853+00:00,,,AUS,Australia
482338476,fromhavensbedroom,227345212685418506,Haven,296500,2020-01-30T13:31:33.919631+00:00,,,HKG,Hong Kong
,,463423770678394901,tillbaks,637653,2019-12-23T17:58:12.734548+00:00,,,,
,,585356485597462529,Roman_Soldier,616940,2020-01-06T07:58:05.626851+00:00,,,USA,United States of America
,,566961732501635093,PukPow,251045,2020-01-21T04:47:20.166528+00:00,,,THA,Thailand
,,201470097175347200,Alt703,6,2019-12-26T21:48:20.244410+00:00,,,,
53318275,jables1992,,,335340,2019-12-28T18:40:11.812972+00:00,,,,
76903814,gregboomcannon,,,535726,2020-01-19T22:57:03.524510+00:00,,,,
,,227872043092148224,,509060,2019-12-29T03:15:45.113075+00:00,,,,
117205860,jdmfx_,211241380125605889,JdMfX_,1357428,2019-12-29T03:36:21.673011+00:00,758360,2019-12-29T03:38:15.128140+00:00,USA,United States of America
,,316451582784831490,mikeoxbig,713975,2019-12-29T06:16:52.045350+00:00,,,USA,United States of America
405031691,electro_web,555588869941231616,Electro Web,115752,2019-12-29T06:25:59.628658+00:00,,,USA,United States of America
,,281952247573905429,ThatCubingGuy,163548,2019-12-29T06:30:38.153114+00:00,,,USA,United States of America
,,192689543361724416,DaAsiann,862804,2019-12-31T05:17:00.616131+00:00,,,USA,United States of America
,,518537891887185928,jaydubby,455807,2019-12-29T17:37:25.283420+00:00,,,,
49544807,bhayward2000,82985388414599168,bhay,499400,2020-01-30T16:14:10.340335+00:00,409160,2020-01-07T04:27:54.855359+00:00,GBR,United Kingdom of Great Britain
,,474801756782592001,drjules13,597980,2019-12-30T23:24:41.656375+00:00,,,,
,,638904383354044427,myosotis,512677,2019-12-30T23:39:44.415028+00:00,,,NZL,New Zealand
,,587782631291355138,yobi9,526587,2020-01-01T10:21:12.007058+00:00,,,,
,,296773920667861002,TheMisterValor,999999,2020-01-01T11:22:20.138940+00:00,,,,
,,459400119154901023,tavernofheart,427011,2020-02-02T15:32:21.551275+00:00,,,THA,Thailand
49376729,thisriceeater,145536113694605312,This Rice Eater,274470,2020-01-04T13:38:06.894764+00:00,,,AUS,Australia
205480397,potatoesean,156193386292969472,NotNotAllegorial,1010220,2020-02-01T16:53:09.011038+00:00,,,USA,United States of America
232827038,notengonombreusario,543863323259699216,gizmo4487,455357,2020-01-20T18:36:43.555236+00:00,331169,2020-01-12T02:58:45.365024+00:00,USA,United States of America
475556650,metalmonkey28,,,999999,2020-01-05T00:02:01.496264+00:00,,,,
73484848,vanzontv,,,80000,2020-01-05T00:02:10.282861+00:00,,,,
96870815,b6twitch,,,1,2020-01-05T00:02:19.968795+00:00,,,,
439152915,daasiann_,,,1029300,2020-01-19T20:14:14.290509+00:00,,,,
,,552989178887929856,andy_ace55,515520,2020-01-06T01:07:02.699233+00:00,,,CAN,Canada
,,288859851310891008,Civel,,,457098,2020-01-16T22:48:00.472719+00:00,FRA,France
,,244466063490678794,Ben,1177147,2020-01-07T13:43:37.361334+00:00,,,,
,,427005728700760075,lgerm,,,560220,2020-01-07T16:52:10.624935+00:00,,
,,624725885161046067,rikib80,,,597222,2020-01-08T11:10:07.725571+00:00,,
468235416,g0ld3n3k5,664147919682666509,golden,159972,2020-01-10T18:32:07.726115+00:00,,,POL,Poland
,,289895230835261440,tetris_and_beer,600690,2020-01-11T20:18:50.673851+00:00,613900,2020-01-11T20:20:07.175899+00:00,DEU,Germany
3334692,boomtang,,,588398,2020-01-25T20:25:44.090175+00:00,,,,
124961487,heppsxd,216235398672809984,HePPS,657320,2020-02-02T22:16:12.548091+00:00,532440,2020-01-14T18:07:30.188458+00:00,GBR,United Kingdom of Great Britain
,,211092979526533120,Qwiz,235600,2020-01-30T02:44:36.778206+00:00,,,,
,,279981577805758464,derpidude,435660,2020-01-23T14:32:19.109791+00:00,,,USA,United States of America
486673444,georgecola,,,999999,2020-01-19T19:54:25.717147+00:00,,,,
,,174536868350787584,Procyon,528180,2020-01-19T20:00:56.879248+00:00,,,USA,United States of America
439589463,dogemantwitch,,,525000,2020-01-19T20:13:31.390293+00:00,,,,
125237322,luis000030,,,597500,2020-01-19T20:36:17.241636+00:00,,,,
101517844,nansuchao,,,750000,2020-02-02T16:50:05.418039+00:00,625000,2020-02-02T16:49:49.490932+00:00,,
90869307,meta4gt,,,480426,2020-01-19T21:19:59.297470+00:00,,,,
475603812,b3njy_b0y,,,610251,2020-01-19T21:24:31.926326+00:00,,,,
237698461,the_best_donkey_ever,,,2,2020-01-19T22:57:41.719064+00:00,,,,
,,638150651968225300,digginout,1252854,2020-01-19T23:50:42.689417+00:00,,,,
210715672,mauricesy,,,538000,2020-01-20T00:11:19.594049+00:00,,,,
172456567,policychanges,,,15,2020-02-01T21:35:15.907628+00:00,,,,
,,350304657421107202,The best donkey in the world,2,2020-01-20T16:20:56.511247+00:00,,,,
,,424378908218097684,KobeJaxxx,54472,2020-01-20T22:54:08.533797+00:00,,,USA,United States of America
52587329,huffulufugus_,233729731965485056,Huffulufugus,899800,2020-02-04T03:30:48.379408+00:00,,,USA,United States of America
487079713,alex_aka_smooth,664271746597257216,Smooth,1047478,2020-01-24T22:20:42.849294+00:00,,,USA,United States of America
,,650378393501696030,Benjy,610251,2020-01-22T05:15:58.852087+00:00,,,USA,United States of America
,,143522476721307648,Xerxos,472720,2020-01-23T19:43:35.806456+00:00,,,USA,United States of America
,,276440273658052608,tugi,688672,2020-01-27T14:12:41.682869+00:00,,,AUT,Austria
,,353611017831448576,elbryyan,171026,2020-01-25T15:38:18.265123+00:00,,,,
,,159125911243849729,dogemanalt,525000,2020-01-25T15:50:36.078560+00:00,,,,
,,281889405441146881,Cwiiis,521180,2020-01-25T16:09:51.075713+00:00,,,GBR,United Kingdom of Great Britain
465645775,spectre86,,,999999,2020-01-25T21:22:19.062743+00:00,,,,
479163579,ryenwithane,668294266497269790,RyenwithanE,226524,2020-02-02T00:47:15.549742+00:00,,,USA,United States of America
,,272001775953772544,Gerzi,680880,2020-01-26T14:15:45.482439+00:00,,,,
,,216549970587680769,b6,422100,2020-02-02T17:28:54.140076+00:00,,,,
,,610259303672053802,luco107,865880,2020-01-30T11:36:24.021826+00:00,,,NLD,Netherlands
189804993,tuxman531,309429229458685962,TuxMan,164962,2020-01-30T23:08:30.153956+00:00,,,USA,United States of America
,,243317973991948288,Kwake,834183,2020-01-31T07:44:23.335414+00:00,,,,
429903740,syperionn,,,451459,2020-02-01T19:06:58.042662+00:00,,,,
,,262349820100870154,DanTheSpearton,181569,2020-02-01T22:44:23.711154+00:00,,,,
,,637392559869788190,Puff,,,1,2020-02-02T02:15:16.933070+00:00,,
,,609038421771550729,begonethot,514840,2020-02-02T14:16:40.860188+00:00,,,,
29446395,asmadigames,152096149371617280,AsmadiGames,407338,2020-02-02T19:08:24.493394+00:00,,,USA,United States of America
,,83207382410199040,typwo,369917,2020-02-03T00:42:14.987806+00:00,,,,
,,461292499290554368,oboloptis,215080,2020-02-03T15:49:14.447803+00:00,,,,
